cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
65,730.011236,401.4445169,2508.232921,63.24551124,1.133267124,51.28089888,339.9846292,2208.440562,71.1414573,28.8585427,1.043910045,0.936484378,1175.778902,876.0667596,293.2096866,49.59531309,133.8741426,7.250506336,0.103633683,41.15657154,120.3418388,329.3995592,4.290320809,4.290320809,0.09390487,0.036510539,156.3630084,142.4736283,89,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
131,331.1555556,385.3178667,2423.418556,74.23771333,1.083200356,32.85555556,314.5124444,2300.717111,76.71828333,23.28171667,0.935097122,0.898498308,909.1476293,775.474164,160.976229,57.79737735,132.7020111,2.571481453,0.099418321,19.98682775,95.40243934,377.0996753,2.317785034,2.317785034,0.095072026,0.06241862,98.32226454,149.3481169,90,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
9,620.1333333,370.4867667,2475.476111,55.19045,1.110730444,50.76666667,350.7615556,2498.721111,69.88077,30.11923,0.944658789,0.91534608,1313.714682,994.1348689,237.3308599,52.78956392,91.81346413,3.027191465,0.114780856,26.15857004,67.53873119,329.1495354,4.39827013,4.39827013,0.097182624,0.052690058,84.77981879,143.1059983,90,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
130,902.7666667,402.3245111,2476.873556,66.75534333,1.133717422,52.37777778,372.8749889,2308.900889,72.68701111,27.31298889,0.995477311,0.942245699,1091.585981,895.9452758,292.5356043,29.62815104,69.17070009,4.500579067,0.102290461,16.99145706,50.35462169,235.3280505,3.429844182,3.429844182,0.083975835,0.019539166,92.09128732,50.85102001,90,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
58,745.7222222,390.9760778,2519.124889,63.34114111,1.065650356,59.42222222,414.7473889,2353.563556,68.74348111,31.25651889,1.007591356,0.927820664,1170.581173,1006.766433,227.2879196,37.73563309,88.95925948,2.115620546,0.093844116,42.73986581,205.3595793,448.4966841,6.180398425,6.180398425,0.100392718,0.042839059,51.77258185,156.9922474,90,cyto,q_3n,q_3f,Control,M,221101,CD69+,NK-Cells
159,753.5777778,404.7302444,2412.991889,67.13992778,1.053948644,43,349.0216222,2435.809222,75.67140111,24.32859889,1.038541411,0.945688668,1064.838238,852.3570737,273.4746451,38.73232286,81.56233454,3.468130949,0.118639999,26.08241045,50.14318576,269.0574166,3.141452019,3.141452019,0.103968915,0.025862727,89.06217327,80.82628525,90,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
80,696.8444444,464.8759222,2533.433,61.33748111,1.028432778,33.85555556,511.3056444,2580.316,73.15239333,26.84760667,1.025149522,0.949697147,1268.520699,1044.239647,215.0999199,50.37595461,164.4069623,5.124285275,0.121031811,17.44626492,281.2315816,653.5839278,6.574931156,6.574931156,0.089733506,0.027934446,161.7220643,246.9289758,90,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
61,682.7777778,405.7284111,2518.097889,62.45906556,1.0344132,47.25555556,305.3383,2160.345222,74.74756111,25.25243889,0.988150878,0.938829946,1198.610859,768.0814114,175.3910416,37.84246497,109.4432226,2.618729621,0.094565286,27.74059659,68.60009483,296.3778095,3.272197977,3.272197977,0.07699686,0.025441179,70.295266,86.74426881,90,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
43,575.9444444,390.8505556,2362.102556,65.90008,1.062441389,40.82222222,367.3288333,2473.147333,72.85904333,27.14095667,0.940098422,0.929742245,1061.392828,927.3309892,183.0034912,44.56494041,93.44571083,3.102765065,0.117634508,20.66293309,132.3020774,452.0277122,4.237071172,4.237071172,0.095579494,0.038413825,59.98152216,136.7066873,90,cyto,a_1n,a_1f,Activated,N,221114,CD69+,NK-Cells
99,732.7222222,365.0225333,2458.693333,65.61711889,1.096308978,32.6,418.6634,2345.657444,71.41520778,28.58479222,0.985913522,0.95151276,1088.075784,953.8137956,239.1028187,64.86137082,142.2344143,4.732909349,0.106076395,19.44384019,110.8763447,412.4506304,5.64614122,5.64614122,0.107654423,0.035535611,167.98874,122.4594707,90,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
29,359.2307692,357.9309121,2392.179121,67.39244505,1.035096484,49.20879121,347.6844066,2336.29,74.61875934,25.38124066,0.960783659,0.845883269,1017.587343,849.2170029,192.8591355,52.37059024,145.9548477,4.560729798,0.12707618,25.92318417,74.20880139,292.0986012,3.605315134,3.605315134,0.117017795,0.119352181,66.92965992,133.6602907,91,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
134,217.978022,434.9198022,2312.418242,63.40484066,0.993429055,32.82417582,432.4853846,2637.980659,73.39457143,26.60542857,0.947338824,0.855582728,1113.84297,1007.910447,78.39075598,82.86861221,240.0912229,5.436449681,0.08993036,17.77800977,251.8986427,491.8300646,5.138903897,5.138903897,0.101525589,0.088662058,63.95241897,214.320594,91,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
138,794.6923077,374.0433846,2309.884066,66.88653626,1.050885681,170.6153846,383.2394945,2584.998571,64.98921099,35.01078901,1.061319747,0.825247195,1014.699701,1153.350579,406.1692776,42.33028717,74.07070077,4.651271832,0.112599159,171.4949801,40.91491874,89.2270467,2.06716843,2.06716843,0.103619245,0.123541842,110.579001,49.48192666,91,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
69,829.7362637,402.6859121,2373.027582,66.99939121,1.101100154,67.73626374,423.7209341,2482.458681,71.83962857,28.16037143,0.982579352,0.908919035,1053.324609,997.4124306,331.7370389,45.09382192,88.77230478,4.343885422,0.115586435,53.61940676,58.25225032,235.4514443,3.969358884,3.969358884,0.072258007,0.090144849,104.7147518,60.15322842,91,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
119,749.5164835,418.7885824,2502.800549,60.5776956,1.068802659,57.9010989,372.3469121,2480.13,70.64875824,29.35124176,0.968920396,0.930128011,1241.362547,986.6824544,300.242619,38.53316383,113.1533028,4.467873651,0.111891419,44.66668033,82.87731509,280.1461002,3.943163539,3.943163539,0.084211889,0.040761969,107.533887,110.9425677,91,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
124,679.8351648,456.8552198,2563.95011,65.16339231,1.023791582,33.74725275,383.9249341,2430.443187,71.46051538,28.53948462,0.991817176,0.947737267,1194.205796,962.0561741,219.4358557,49.46035751,157.6399678,5.223638377,0.086954126,14.18966244,139.93827,333.2757096,3.920692639,3.920692639,0.099928955,0.028045378,141.5711825,138.4861272,91,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
48,621.5274725,461.367,2638.294066,61.99204725,1.058284407,37.35164835,355.3673956,2482.620549,74.18800879,25.81199121,1.030025824,0.940011978,1289.083241,898.7742694,200.6955871,70.66523863,148.1274348,4.351186877,0.072262343,14.38237627,71.78536637,236.1577157,4.363228382,4.363228382,0.097066433,0.025644164,120.6584411,109.9043167,91,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
41,834.9891304,402.8014674,2548.990435,70.51791304,1.124975554,41.14130435,327.1523478,2388.819891,73.44943043,26.55056957,0.924842239,0.95059139,1035.630786,861.2035194,225.7871454,25.86322656,122.0388348,4.531475397,0.13071005,16.15691022,108.3365177,369.5330011,5.076789484,5.076789484,0.112751402,0.021837759,115.2258024,105.0896633,92,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
77,387.1195652,422.6246413,2499.3925,62.64474783,1.064250522,54.63043478,333.5863261,2280.343043,74.3000337,25.6999663,1.024569261,0.878377771,1196.764525,831.086942,52.10805392,58.97306506,208.0581987,9.287806626,0.105305565,32.64552117,55.40797368,222.4926326,2.248311367,2.248311367,0.112006623,0.062901179,217.5261941,78.50197602,92,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
56,505.9673913,402.9109565,2408.007935,63.59500978,0.99324762,22.42391304,342.15075,2298.409348,73.76330435,26.23669565,0.99917688,0.953953588,1132.860606,844.010657,145.5594325,35.1938804,104.8119952,3.945088279,0.082767754,8.086392988,131.3453506,417.4874628,4.550691774,4.550691774,0.12632779,0.023491625,90.02546632,135.6407259,92,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
157,569.6413043,418.1673696,2454.38913,62.88248261,0.998039815,52.2826087,417.0698261,2540.190109,73.48448804,26.51551196,1.00502187,0.911561958,1176.949223,976.4569651,183.793397,56.50337625,132.6023776,5.241842484,0.092396411,32.75259442,66.00227951,218.5547472,2.894565714,2.894565714,0.110205381,0.056015685,157.3003114,73.0157458,92,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
50,725.4021739,423.7493261,2588.478913,61.59664565,1.087969152,74.30434783,381.05975,2453.018696,70.91851957,29.08148043,0.988242163,0.915082011,1259.199566,974.8499156,344.1495988,72.25644033,185.0372563,4.785763753,0.104860987,79.0072662,151.8339238,340.2292573,5.019099303,5.019099303,0.091792485,0.052464998,185.5154372,125.7799124,92,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
180,589.9891304,430.5891848,2500.767283,61.66182935,1.074778054,38.63043478,254.1357609,2052.349891,76.08983478,23.91016522,0.947217946,0.936980336,1228.085515,687.0196773,184.8561956,39.00921848,124.1836732,6.240681377,0.134119325,17.28921241,75.17526102,262.4045712,5.777896313,5.777896313,0.072791021,0.027760123,173.0099825,180.9895111,92,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
197,653.0869565,403.6091304,2509.175543,60.89658478,1.075717739,55.5326087,313.2163261,2117.307391,70.62741196,29.37258804,0.981958109,0.922245256,1229.800408,836.8687158,199.9930027,50.63848304,143.1650576,4.593512238,0.092807235,43.2492015,36.81829946,255.4776374,4.317311865,4.317311865,0.09639845,0.049249566,160.9372194,79.2469029,92,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
80,727.9021739,421.5475761,2486.68913,61.87190761,1.061935174,36.45652174,405.2461522,2346.378587,72.2292163,27.7707837,1.032853424,0.953964905,1210.306564,931.6150007,169.2412323,50.11402498,130.7116327,3.525593113,0.12585847,21.15324153,142.1685037,442.4092309,4.753662159,4.753662159,0.10405603,0.018404061,107.3563058,147.989377,92,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
91,751.7282609,433.3949783,2518.130543,62.27653696,1.043745304,40.64130435,309.893587,2184.978152,74.01802283,25.98197717,1.07121462,0.948544131,1220.332224,791.3422516,241.5074955,36.18523652,104.4200741,3.824384493,0.099543186,23.00386089,59.0981774,245.5579202,3.282424181,3.282424181,0.147062173,0.026504029,98.75724906,62.28095563,92,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
85,470.5913978,388.0586237,2536.402151,72.15545161,1.08677414,38.88172043,352.6014839,2239.297312,75.89580968,24.10419032,0.929185118,0.91430804,983.7501949,800.2377592,238.6515669,66.7894482,178.0067269,3.760603989,0.115295713,54.3598816,136.464643,350.0512605,5.061950223,5.061950223,0.077294202,0.091970929,112.7142594,165.240735,93,cyto,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
39,393.7741935,384.6186237,2527.245591,62.98671505,1.03144871,27.13978495,450.3782473,2471.262473,77.49601398,22.50398602,1.001392624,0.934233974,1174.669327,895.7896041,124.7841727,30.3578912,116.4129473,4.712959972,0.117172838,15.90227725,199.6953835,425.394775,5.379121142,5.379121142,0.145894693,0.036147276,91.9704626,141.9092,93,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
93,446.7956989,444.0005699,2545.943226,50.94344086,1.148322301,56.5483871,385.286043,2504.118817,70.6831871,29.3168129,0.943016194,0.886306209,1470.965541,995.5055193,92.78136516,106.7390292,149.4586437,5.017691838,0.128692116,37.33092788,74.07421684,330.6538176,4.454838341,4.454838341,0.0853196,0.073212643,112.5755432,74.65972017,93,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
87,675.9247312,411.2695806,2491.98828,55.54708172,1.076425591,54.89247312,490.5657957,2489.443333,68.45230968,31.54769032,0.955185731,0.909246289,1335.729433,1097.518546,309.1514064,73.93941946,80.86627985,4.707729244,0.115588488,26.61662702,247.1509277,602.5318988,7.004101169,7.004101169,0.120192349,0.055764053,87.27407952,213.0078616,93,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
56,541.9784946,395.7531183,2564.843656,56.24822151,1.104566376,70.76344086,336.9207312,2260.917957,67.79638925,32.20361075,1.008980108,0.888994587,1345.629742,953.6734809,141.7256212,106.6472276,142.0539124,4.420898087,0.129999063,56.03209442,81.03630166,240.3369868,2.88181941,2.88181941,0.098115787,0.068958597,197.6822587,108.9493961,93,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
74,708.1397849,436.3573871,2487.677849,65.03022258,1.060284828,29,335.8997849,2346.387312,76.81116559,23.18883441,0.996217742,0.95820299,1154.623372,792.0807438,219.2133957,64.4707513,139.2754408,3.987380068,0.095316788,8.427439655,161.0846102,368.4507377,5.119173423,5.119173423,0.077698233,0.01337393,94.33032109,190.8541856,93,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
147,576.2150538,438.3461935,2641.073441,57.78525054,1.030458763,37.83870968,399.203172,2328.543011,71.17494516,28.82505484,1.020968161,0.937363127,1369.728989,942.8131143,104.5859174,48.6320084,123.6523918,5.871866925,0.139473125,9.993791902,158.9584906,442.5658986,4.69720353,4.69720353,0.094203219,0.016145671,138.8792547,153.3129374,93,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
21,695.0860215,447.2144839,2518.823656,59.7213129,1.121785505,51.77419355,306.7443656,2296.317634,73.09287634,26.90712366,1.028061527,0.929980075,1283.124359,836.5034625,259.717558,42.90197446,126.8427232,5.997230236,0.125640925,32.33692499,63.78732009,295.5500409,3.134033792,3.134033792,0.126070002,0.036082489,145.1266397,92.92335649,93,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
55,682.688172,388.4554086,2533.454731,65.14090645,1.096837419,63.6344086,407.428957,2213.578817,72.24502903,27.75497097,1.044729871,0.913189604,1136.241284,897.6341839,242.004266,48.0321172,181.7501455,5.980071653,0.153778506,70.91878162,215.6410777,505.7690632,4.766866837,4.766866837,0.111586964,0.083361188,155.712492,212.8310989,93,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
12,613.0645161,451.1603763,2596.111075,58.20266559,1.050091204,47.66666667,353.572129,2257.62172,71.90455914,28.09544086,0.994678215,0.920074619,1346.577266,879.1103729,299.1864987,71.19953151,108.907787,2.836699562,0.089997214,23.29411819,201.012289,414.4286227,4.661130533,4.661130533,0.103361541,0.041949983,91.24051335,171.3154667,93,cyto,a_1n,a_1f,Activated,N,221114,CD69+,NK-Cells
22,583.7419355,426.8305699,2511.862473,69.04084086,1.065687226,25.66666667,422.719129,2307.32172,73.20561075,26.79438925,1.007340839,0.951230312,1072.443788,915.0278587,215.8012825,51.56670254,124.6589661,3.291136489,0.106089125,7.864799582,216.3407378,489.1291139,5.840708225,5.840708225,0.124512048,0.025811301,84.39441397,190.487061,93,cyto,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
98,593.0322581,413.9785054,2448.165269,67.19999677,1.066363032,29.90322581,314.6069032,2192.249032,76.14155376,23.85844624,0.962335,0.952217299,1080.073972,755.1676665,161.6777156,50.95361125,123.4398425,3.640724362,0.0994641,14.30039868,108.7992249,335.2984487,3.613470138,3.613470138,0.090202831,0.018291466,71.05378136,118.8673651,93,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
106,653.3548387,439.0729892,2556.30914,65.02636774,1.026927247,32.48387097,496.7124731,2521.856774,73.7882129,26.2117871,1.039234731,0.946715326,1179.602567,1008.207666,246.5037104,39.30962869,140.9293961,4.748618003,0.089013513,9.504704674,201.8873301,502.602628,6.548608609,6.548608609,0.111421746,0.025302731,122.0795409,160.2033406,93,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
145,529.8709677,391.1336989,2397.160753,61.5903,1.058543527,43.43010753,332.1306882,2269.692258,71.54800968,28.45199032,0.969676419,0.923830903,1165.531132,871.6048974,93.64714367,67.56767852,156.1490187,4.701451378,0.091347836,27.25978,195.785958,442.7725474,5.297787768,5.297787768,0.087112486,0.04414458,162.591882,183.2944549,93,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
240,308.6382979,398.5139255,2444.089894,69.79268511,1.048408309,31.5212766,330.8698085,2332.762979,76.50766064,23.49233936,0.991495596,0.897953963,1015.175616,796.9606117,113.4033482,47.05448417,134.1627254,1.88552449,0.12162905,13.27357203,166.7308757,392.9429374,3.376459454,3.376459454,0.095711068,0.050003946,50.35816519,184.1738764,94,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
44,324.6595745,359.3462553,2285.199043,65.26804255,1.061846957,49.31914894,331.1148617,2262.349468,76.04293085,23.95706915,1.001204947,0.846706009,1024.718194,790.6107043,170.7809736,44.27375074,128.8544249,3.730830385,0.147639281,31.41851135,54.6191427,319.7348659,2.03265497,2.03265497,0.083698469,0.098692846,52.54561222,93.23300908,94,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
13,276.2021277,417.2363723,2316.366809,64.99868191,1.047638755,29.20212766,411.1304149,2293.952128,74.38245532,25.61754468,0.962082457,0.894023928,1076.474863,878.5080794,95.35102999,69.96495546,189.748721,4.855506712,0.107200396,9.917487311,210.7219267,498.2332944,5.915288894,5.915288894,0.110148633,0.052773515,65.45678871,212.2303352,94,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
65,260.0425532,371.6132447,2239.02383,61.67262553,1.039837777,38.81914894,348.3356702,2280.715532,70.72589255,29.27410745,1.01806066,0.868908002,1085.244733,909.7761418,95.2185844,43.92018014,137.4828252,3.341520851,0.121109547,22.40389884,78.26899359,223.0879165,3.461589649,3.461589649,0.114076989,0.064859008,66.84472326,99.92167881,94,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
93,875.2765957,405.5282553,2555.108298,65.70591596,1.061955128,49.5212766,303.8367979,2169.79234,67.30047979,32.69952021,0.984921053,0.943678755,1142.614604,911.6583465,294.5443503,40.91184989,104.971963,2.518163854,0.087049556,31.58389706,79.18379079,261.2254849,4.023860137,4.023860137,0.089342252,0.035354836,72.44207415,140.5664325,94,cyto,a_1n,a_1f,Activated,M,221101,CD69-,NK-Cells
98,663.1489362,399.1809255,2471.519574,63.5767117,1.093576404,43.96808511,376.1737872,2393.475319,71.0914383,28.9085617,0.99471634,0.934820325,1154.461377,954.7471053,196.8002621,50.11802305,111.8885158,3.828627295,0.118663954,17.67292573,123.2865775,363.6030528,4.152820873,4.152820873,0.084774661,0.028261676,104.2311883,150.5698133,94,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
92,541.2659574,453.9715,2513.708511,54.37437553,1.087638149,53.88297872,359.0489468,2331.270532,68.91507447,31.08492553,0.986910447,0.909828706,1390.811509,969.4621179,306.0287841,81.47796152,152.387382,4.924507579,0.108092602,34.0846058,79.75896613,229.7524675,3.086598618,3.086598618,0.102594204,0.031697914,96.11084239,98.76773621,94,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
37,524.4468085,431.4377021,2497.215638,59.27550532,1.13620866,48.87234043,365.9890851,2230.615851,66.52109787,33.47890213,1.000596574,0.913527046,1270.928692,978.6740345,105.0646106,52.0665101,115.5734145,5.467675361,0.139925075,19.26400289,196.1076972,383.0300648,6.551725008,6.551725008,0.101593766,0.032836174,107.6425257,155.7770505,94,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
49,679.9680851,375.8124043,2276.77117,74.66248404,1.049574521,38.95744681,327.269234,1994.782234,71.2944383,28.7055617,1.051445106,0.945908923,861.31072,798.0617442,68.72439146,28.11208022,163.1958522,5.287216724,0.113727886,12.80701664,101.7156208,313.2905307,4.37669021,4.37669021,0.082747451,0.0169196,133.7413114,91.26981632,94,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
23,732.4680851,404.6374149,2625.525426,62.11364574,1.073509755,47.44680851,379.9447872,2393.655106,71.98135426,28.01864574,0.931080649,0.938283276,1245.190113,941.4334625,138.4423875,33.77740221,76.34235083,3.945330124,0.139598738,21.96067699,66.49488448,289.0907508,3.252678578,3.252678578,0.080993799,0.027233195,84.3799552,124.7307991,94,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
1,1166.297872,388.3762234,2728.504362,71.3527117,1.106620351,49.9893617,445.5409362,2571.58266,71.59153404,28.40846596,0.988669947,0.957977827,1058.876832,1038.28865,249.8825027,15.31406641,92.49118699,4.733025151,0.096656822,22.10264164,168.4764475,432.2165724,4.755222785,4.755222785,0.097619458,0.018081511,117.511463,176.6217257,94,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
133,1182.819149,393.629266,2481.68617,68.31964681,1.09230383,54.85106383,481.7584468,2566.769362,67.26003191,32.73996809,1.019997138,0.955988441,1056.545596,1154.977282,203.9567719,23.81212582,98.66125137,3.541598629,0.0817416,16.35622104,143.6747838,329.0629408,5.373528863,5.373528863,0.079435615,0.009318074,96.18719969,107.416881,94,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
