,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
563,66,664.7107438,525.001562,2554.933003,62.40379174,1.031908463,44.35261708,281.698573,2259.790744,77.90628926,22.09371074,0.999511961,0.934602368,1283.251014,715.7294245,259.3228572,292.8277799,442.2696957,8.265887429,0.107934998,29.48952736,182.6862294,418.9431969,3.070215378,3.070215378,0.098661231,0.039796111,328.4722388,225.0377333,363,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
70,26,417.3726027,451.0363233,2480.069041,71.12404767,0.995200477,13.83561644,426.5517603,2753.510721,81.71269233,18.19019588,1.016877145,0.965980708,1029.32192,835.6434209,131.4338856,167.9245026,450.7845424,5.08837858,0.107679276,7.261621414,383.0786872,928.9628315,9.63385976,8.796525841,0.134825667,0.018750456,199.1284445,498.0864113,365,cyto,a_1n,a_1f,Activated,N,221114,CD69+,NK-Cells
136,27,391.9068493,459.3939233,2578.739836,75.2343989,1.001584438,15.83561644,430.8399962,3092.5,82.74432164,17.25567808,1.019532764,0.961059718,975.5135489,838.0809823,118.0530337,157.6003741,455.7699513,5.152842597,0.114905347,6.927040697,355.1279547,2982.827356,4.644228357,4.644229095,0.123185348,0.014450198,192.5090867,484.3629279,365,cyto,a_2n,a_2f,Activated,N,221114,CD69+,NK-Cells
1788,91,563.9068493,564.248389,2719.76611,57.2808011,1.011765041,50.70410959,356.0777397,2528.387014,75.91890685,24.08109315,1.02134663,0.913971241,1456.537359,874.2650181,149.1564636,337.5556585,624.79503,10.68968846,0.104626513,31.7752255,264.1343537,623.0429683,3.891065067,3.891065067,0.129669185,0.054577879,282.3256966,318.3264318,365,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
964,176,478.2915531,692.7789564,3085.19654,62.08718856,1.036160842,26.45504087,475.9792602,2715.827684,79.74940354,20.20280575,1.053484343,0.951087593,1535.711003,924.4517908,124.4681999,403.1849731,1031.182,12.75535628,0.124759109,17.4823102,394.1432982,902.4287873,4.040523242,4.273687802,0.149212637,0.021100012,310.0447068,471.6934125,367,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
581,145,517.6086957,556.7352609,2607.091902,60.26448641,1.024892674,26.2798913,470.272072,2729.594103,78.26248071,21.73751929,1.000854065,0.951724189,1361.726993,951.5600279,92.3509426,334.1299583,522.7007553,10.08815168,0.106537467,18.20202785,350.4918232,748.3969111,4.742438962,4.742438962,0.120251826,0.030222655,358.9154406,394.6463163,368,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
665,177,599.4483696,517.2866984,2588.019592,63.38442174,1.027177386,70.47826087,250.6240353,2230.867935,76.83141576,23.16858424,1.052230476,0.890183674,1255.834515,707.9214354,171.0001914,297.0146438,779.6962245,9.016128389,0.106957467,35.07010597,95.57634806,263.1268515,3.309938817,3.309938817,0.113571839,0.055570264,334.477204,144.9341652,368,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
548,9,638.0862534,532.8544151,2596.820458,57.21378086,1.051589652,46.64959569,278.6721356,2263.600674,76.18672857,23.81327143,1.030040367,0.930036364,1403.396284,746.0662774,181.7335683,265.561087,490.7372964,7.956506187,0.11355347,31.16175963,174.6069392,370.0002463,4.120314207,4.120314207,0.116430243,0.044147304,281.7595199,211.4937681,371,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
837,21,416.9973118,523.069129,2609.546022,69.02855242,1.000817043,16.05913978,330.6715293,2535.903226,81.91438513,18.02772126,0.969205984,0.963120378,1145.108596,700.6147297,84.80186194,263.1812351,730.3458071,6.983861176,0.107057118,8.208321812,279.8579561,1807.044947,8.400666404,7.81393781,0.115218833,0.015929812,275.7693423,385.7052418,372,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
1759,53,840.0645161,398.9238118,2299.603199,68.48098737,1.033964589,42.38978495,347.6894651,2473.711022,77.89470995,22.10529005,0.985202944,0.948661228,1003.265991,815.6879302,366.6675619,173.8748417,339.680807,6.796750488,0.113556976,29.25943445,287.8152232,605.0266763,4.384858963,4.384858963,0.113456542,0.032485654,262.7316606,345.6116333,372,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
455,42,536.7231183,643.1628145,2868.49172,62.68530134,1.036904446,23.02419355,453.3862008,2846.365,80.27661263,19.72338777,0.975147282,0.959656741,1442.46017,917.6733086,204.8243642,404.3694396,789.6037326,11.35580621,0.11549219,18.90583719,372.8410872,981.7132012,4.459350164,4.459349242,0.102281025,0.021211865,389.4267153,486.3309901,372,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
488,118,529.2876344,546.1840726,2561.684409,69.33127177,1.031085567,23.41397849,336.1714976,2325.016694,80.60936156,19.39063843,0.980194027,0.957422598,1159.796917,715.8422482,132.9081744,319.9073294,752.8573405,10.38256047,0.114115848,10.21048656,310.0853817,735.8288841,5.054511537,5.054511544,0.128861532,0.01434176,424.4659427,392.611531,372,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
11,6,456.155496,452.9800054,2419.501528,72.38696059,1.003283689,22.10187668,520.2695523,2741.974048,80.08283646,19.85605029,1.0371097,0.952725193,989.3569394,958.6438677,175.1485313,200.6636893,521.2242264,5.41274259,0.104041387,18.9024184,373.8319018,859.1412624,6.487221463,5.680295824,0.123837496,0.034290387,239.0752425,447.2076676,373,cyto,a_1n,a_1f,Activated,N,221114,CD69-,NK-Cells
69,32,527.463807,478.9896113,2527.515764,71.33655147,1.021911576,22.45844504,589.3726011,3078.497024,79.0248311,20.97516869,1.022334255,0.96044494,1056.084566,1096.645591,192.5973763,214.2416047,525.9278311,5.316402216,0.113854971,19.13243361,411.7720821,1094.810003,4.372600323,4.372600937,0.109844379,0.023669597,230.9101769,504.6095919,373,cyto,a_2n,a_2f,Activated,N,221114,CD69-,NK-Cells
345,79,499.8663102,633.2275294,2840.543021,67.38213021,1.001405225,19.86096257,409.9842888,2464.165856,79.34835241,20.65164754,1.011404027,0.962948244,1325.971907,825.1962699,205.1076832,352.6856039,834.533372,10.14162032,0.114832129,14.72252474,320.976598,771.3623131,5.065732708,5.065732852,0.121233561,0.016273062,384.6829779,380.1834112,374,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
660,66,526.8426667,449.1777493,2330.917013,72.3520192,1.024995987,35.86933333,422.5368693,2685.47856,79.08767333,20.91232672,1.026812235,0.93294178,965.6308315,889.1713291,283.6035481,170.5553103,445.8350102,4.996977333,0.112652765,21.0174741,352.4545031,789.5226087,4.249779148,4.249778982,0.113128688,0.029577749,216.4504196,425.6066396,375,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
670,78,495.7626667,478.8562987,2523.36312,70.00141413,1.012079045,29.024,345.4973685,2497.297893,79.56687227,20.43312768,0.990582568,0.93802547,1080.268156,782.7229602,185.8876226,239.8742305,648.4606932,6.017596958,0.107521696,15.52871964,316.7606541,717.9056014,4.766896199,4.766896335,0.110427815,0.038954067,285.0460881,394.8203389,375,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
1099,35,503.6861702,887.1722633,3094.365851,50.89223431,1.020565242,43.81382979,461.094858,2874.82367,75.66693271,24.33306721,1.018098072,0.920855835,1926.866141,1036.615475,91.04707893,505.9630416,635.5639852,14.25303812,0.104599625,17.14012587,370.2135842,793.5383018,5.625957532,5.625957744,0.112622658,0.027371229,355.6679111,414.7941129,376,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
264,95,525.127321,575.083504,2722.588594,67.59193501,1.011978223,34.83554377,350.4263557,2455.005114,79.4126639,20.58733621,0.998044021,0.939155083,1249.274025,774.4174544,209.8277655,319.9892776,728.0016501,7.793093023,0.115148845,38.05265821,278.2564114,640.1927194,6.787067834,6.78706735,0.110334027,0.050671529,327.9044092,339.2675476,377,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
550,18,576.9018568,602.2296021,2810.610928,65.67580716,1.028706674,23.46949602,363.4862607,2563.400398,81.02870531,18.97129467,0.967820565,0.963301103,1341.628827,772.2723907,222.3997107,401.8659149,766.1381831,8.972519259,0.108673674,24.17334887,296.8150333,862.3398786,5.358467197,5.35846737,0.105886981,0.021835257,415.9021642,398.3628065,377,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
280,62,515.6137566,467.6560635,2416.770582,74.4711754,1.012867124,21.34656085,448.9144585,2889.384868,81.00603968,18.99396,0.991993799,0.956567296,957.0513648,907.8777066,213.5739928,205.7673856,575.6067014,5.336691177,0.109915918,13.21838609,368.7368267,878.1835484,4.015414469,4.015415242,0.137596618,0.027799075,253.5243241,468.5229011,378,cyto,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
1556,49,597.6031746,643.2618148,2966.444101,50.5501836,1.07761505,54.61375661,386.2109272,2735.154709,76.12731005,23.87268995,1.022188344,0.919841946,1762.214691,938.2419184,124.7116193,380.7118874,723.1432947,10.43744949,0.118311433,46.4712229,322.4870663,721.7781308,3.988474846,3.988474846,0.120702394,0.042158592,364.8958946,367.1885472,378,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
658,62,371.0842105,544.0637158,2669.155474,73.37439289,0.977068545,24.48157895,384.4879308,2457.572053,77.83206026,22.16793961,0.997242829,0.938087516,1097.387743,831.4364982,76.46989345,312.4796752,796.157444,7.671889728,0.11182944,20.99458851,255.8079761,698.1904695,5.095203533,5.095203886,0.127152534,0.044335771,369.0013488,319.6983518,380,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
2091,176,909.2263158,391.8240842,2275.330158,69.66428368,1.055706087,162.0736842,324.4355171,2520.813289,73.43183447,26.56816547,1.006998134,0.886217594,963.1117359,905.4551147,369.0895614,125.1358476,274.3898038,5.531150261,0.112598936,212.3848124,242.0129387,452.5744782,5.904903795,5.90490397,0.11900342,0.101783101,180.1511973,249.9121512,380,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
398,50,528.0131234,414.292643,2210.130131,80.23096955,0.980983885,14.85564304,660.8644247,3121.384843,79.23848961,20.75124696,1.045203346,0.971944591,771.6764931,1152.880807,135.8464975,103.3373858,469.0361564,5.695371285,0.103905477,8.426627653,422.6699101,1176.902794,8.674537791,8.580017898,0.117931603,0.015189251,190.376962,537.6076095,381,cyto,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
958,167,501.7154047,537.0463159,2732.151802,65.11021828,1.032661269,36.01044386,332.2987932,2419.175796,79.25466345,20.74533658,1.012230355,0.932034832,1266.871834,762.2035916,130.1862739,293.8868624,1115.638905,7.703369028,0.117292415,21.60751507,263.1810293,679.4652309,4.558866084,4.558866007,0.119911525,0.036902463,296.3878115,348.5054691,383,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
526,47,471.5338542,456.670138,2473.530417,71.24126328,0.999729391,20.07552083,534.8020729,2845.179948,79.6010362,20.39896375,1.033666122,0.958172173,1029.435269,995.3948635,146.0733887,193.3807994,491.7397628,6.424966535,0.105532189,11.27519632,409.453529,1004.014355,6.702959825,6.70295979,0.130281576,0.021852175,238.0726695,513.1644796,384,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
536,59,461.612987,467.2162286,2483.621558,72.11016364,0.999562049,21.16363636,587.4486468,3024.99987,78.75622961,21.24377049,1.037684416,0.956040284,1019.193319,1095.679379,123.6250351,242.3677354,550.6614325,6.133460332,0.109599972,12.08829182,400.8384406,867.424914,4.105753436,4.105753118,0.120842363,0.021605178,260.0040309,451.3421026,385,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
1108,50,516.4311688,746.1650953,3242.447221,56.49161766,1.053615756,46.4025974,319.5459205,2491.129039,76.76070208,23.23929792,1.01691281,0.925905906,1764.045447,820.430694,149.4613456,449.9050691,1156.44151,12.88020059,0.129770421,35.8861988,240.7700165,574.728259,4.525299706,4.525299718,0.121543144,0.039327603,374.7793805,306.1879956,385,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
340,60,594.5932642,516.831342,2572.865078,68.29435803,1.019050687,36.15803109,343.0915531,2495.656891,78.44382306,21.55617679,1.007518231,0.945153311,1153.220292,802.1457712,198.9013796,298.6403764,1039.159687,8.187565938,0.101411861,23.04503553,285.5115779,646.009888,3.457224215,3.457224896,0.112628544,0.02396964,381.0860867,340.6195591,386,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
368,190,514.8604651,641.9728915,2782.189742,58.97441447,1.032435822,37.19896641,466.8526899,2796.500129,78.1824522,21.8175478,1.042158403,0.934173263,1495.935131,967.1175387,98.49992064,405.5850191,684.1699397,10.51320508,0.10676218,17.56038284,387.5878268,828.2946699,4.006670117,4.006670117,0.112468329,0.022150411,368.2674024,446.0629624,387,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
262,91,531.2680412,751.6683093,3103.728402,53.43734046,1.051866719,34.3685567,383.5557753,2716.335206,77.57503892,22.42496108,0.999288216,0.93910091,1813.420839,899.8672507,117.599242,432.3683509,656.8282065,12.31878932,0.112172195,23.80510316,296.0777341,741.9652938,3.809080013,3.809080013,0.111206872,0.041101659,383.8121345,364.357539,388,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
674,84,484.7532134,516.0831979,2619.647172,68.03891722,1.004930368,28.3470437,410.4520789,2626.912596,78.25417095,21.74582913,0.999895977,0.942083765,1170.547924,885.1834202,146.3056248,258.625801,637.8221068,6.802542342,0.105425072,16.14768736,299.9017148,680.8032521,4.128712598,4.128712258,0.105079995,0.03248836,256.6314052,350.8710561,389,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
366,175,587,482.8761825,2526.257943,63.55319769,1.022350746,40.46272494,407.68389,2621.479383,77.79049974,22.20950026,1.022296478,0.939962718,1219.707321,892.984586,251.3965119,255.3859455,627.5322187,9.334948799,0.11712641,50.01944749,330.0804003,808.4083558,3.57164934,3.57164934,0.116571124,0.045505319,336.2628082,404.9094362,389,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
928,133,516.1538462,551.2770846,2679.852103,66.98015282,1.022026062,34.82307692,353.017991,2318.244333,78.86592077,21.13407933,1.034022128,0.930392126,1228.568739,765.6545213,236.2332448,321.5088202,748.3689525,7.767304772,0.117236456,27.18227497,277.8273818,590.5570108,5.098453033,5.098452922,0.149097329,0.05430915,305.1721275,332.5845328,390,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
956,165,494.6538462,543.3748949,2747.362718,66.50111205,1.001063931,22.13333333,386.9503705,2537.496897,80.05672513,19.94327492,0.977672826,0.957037434,1253.540651,811.6324523,130.961623,327.4595848,774.8006471,8.126721966,0.102914538,8.176879227,324.8677501,810.4968504,4.760001889,4.760001772,0.110879538,0.012280408,309.0169073,426.5038601,390,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
501,156,603.5358974,498.0230769,2620.696359,63.72050103,1.035144864,26.05641026,437.528271,2661.321282,77.61186564,22.38813444,0.997563949,0.957965544,1260.129871,920.0365633,113.7037032,243.3777901,540.197063,8.569620311,0.10504316,9.642818895,290.2856309,769.9486831,4.729548982,4.729548731,0.111124889,0.01540044,332.7064757,337.34176,390,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
530,51,445.6138107,503.8688107,2593.90399,67.61838235,1.01016499,17.03580563,476.8968049,2851.591688,80.84354271,19.15645719,1.000282486,0.961426693,1166.437068,930.0455558,97.3302689,257.0575498,609.8832548,8.123263963,0.121788556,9.458071945,381.2122089,911.8740426,4.391167821,4.391168027,0.118663201,0.024102482,282.1219098,487.3332624,391,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
574,129,613.2531969,457.1358261,2460.312762,64.64501662,1.029885125,47.45012788,315.0451143,2408.704246,77.01140895,22.9885911,1.017685488,0.927711148,1163.337315,793.4582164,101.2431186,161.3568565,367.0117802,7.010634705,0.106907033,18.38803802,178.3832,435.7758377,4.360781022,4.360780843,0.099825338,0.028093791,243.3216102,238.8696982,391,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
528,49,349.3494898,429.875625,2203.221454,76.90733163,0.977615974,12.13010204,754.4077538,3302.111513,79.96480222,19.92659589,1.04029252,0.965554526,841.26883,1244.039562,144.072633,165.281611,554.3242173,5.887296534,0.098671444,5.782141303,397.5576405,1141.790985,10.82205492,10.18086349,0.127137951,0.012913672,260.1268492,518.3442303,392,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
408,65,454.821883,494.0566056,2513.624097,72.0306,1.012609621,18.26717557,505.9138023,3100.037634,78.86783308,21.132167,1.007160369,0.958576856,1051.379523,1027.341555,128.2435455,260.3267947,633.1961707,6.676100727,0.102328009,10.70749148,374.0724002,1295.168608,7.329829957,7.329829831,0.108418231,0.02781575,313.945089,467.5921425,393,cyto,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
549,16,569.0837563,545.6207005,2604.348858,63.54337741,1.043371117,39.78172589,291.2495135,2344.555533,80.7693632,19.23063688,0.978158848,0.933960736,1287.733958,679.839914,144.0370344,345.3148373,724.0535094,8.566271745,0.111898512,27.2933936,204.937666,528.0390948,4.605117887,4.605117703,0.114903048,0.039743339,393.8020779,256.8982317,394,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
1092,23,575.6262626,559.167298,2636.053056,69.4444553,1.016388588,30.98484848,407.6538071,2582.621212,78.86071263,21.1392871,1.006228952,0.941442543,1176.268628,862.8860325,230.5574241,330.1087057,769.6447158,7.263470907,0.106971693,18.0363844,346.0277189,772.6697613,4.717556486,4.717557182,0.126833328,0.040973304,345.2157076,422.4026093,396,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
854,41,366.4030227,591.3638489,2875.544962,68.3864272,1.011747169,25.06801008,372.2110073,2568.000479,81.52746877,18.47253096,1.006667592,0.935008445,1282.529708,779.3543843,53.85491913,307.2636734,793.0151274,7.640532086,0.109482697,11.32856002,327.4726773,849.0998722,3.79648099,3.796481725,0.118882938,0.029928256,282.7091703,448.0199732,397,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
567,105,543.3098237,637.1378035,2816.790403,62.49880176,1.039487836,43.30478589,300.5077128,2316.776725,77.69064332,22.30935668,1.043710937,0.922551969,1429.767883,749.202891,150.8837174,379.3938166,739.5173577,10.43168758,0.113532399,25.97901838,209.8903737,464.8744386,4.278463935,4.278463935,0.10730227,0.046875496,365.0306685,263.5940305,397,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
2055,131,576.4987469,580.8595163,2675.003008,61.79520326,1.02004189,49.35087719,339.4993639,2344.802481,74.82128296,25.17871707,1.027058376,0.921366754,1367.625106,838.3981982,171.2252898,350.6569393,616.1457651,9.385511882,0.114760891,33.62365154,253.1954856,536.8551655,6.003377971,6.003377884,0.125900571,0.043733345,342.8743376,302.3332222,399,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
1580,91,572.7425,478.870995,2403.4037,66.9068795,1.046882538,34.39,396.5523518,2595.9067,77.555673,22.44432695,0.96101216,0.942804763,1117.285083,884.2244848,156.9687043,246.331832,551.8987731,9.507834895,0.116919272,18.27478644,303.6445013,707.4774233,5.526481129,5.526481264,0.121627317,0.024945776,354.2213289,373.7378028,400,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
1611,155,545.8279302,836.8202893,3241.833616,51.54739052,1.061337479,32.4713217,354.8245042,2558.075087,76.65880075,23.34119915,0.985198436,0.945691504,1955.066443,860.1161891,89.20455604,461.193009,979.9563932,11.87824574,0.109513047,14.27392029,283.4691308,671.6074626,5.036507311,5.0365076,0.093123985,0.017824558,332.0742287,341.6628935,401,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
108,69,683.5845771,408.4013134,2234.080547,79.00752612,1.014841542,55.85074627,302.2268134,2372.10898,78.10553234,21.89446766,0.968378555,0.921699489,790.3176391,753.9958325,173.4095639,53.51846795,214.7307672,3.050990703,0.115089824,21.66941861,134.3611008,359.2731309,3.271459629,3.271459629,0.10390712,0.035068808,85.90535662,192.3760722,402,cyto,a_3n,a_3f,Activated,N,221114,CD69-,NK-Cells
1823,142,605.5618812,446.4358144,2435.785446,64.60621262,1.01503926,29.09405941,377.9626223,2461.530272,78.28564777,21.71435223,0.971589733,0.955080591,1149.396561,822.6183539,128.7464804,205.9708551,371.661742,8.316335074,0.113542209,18.0468391,337.0905761,771.4683842,4.03274757,4.032747572,0.117241752,0.01816137,268.9019865,399.5636989,404,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
202,110,450.2518519,588.9357556,2820.42958,67.0980079,1.013236299,16.67407407,392.403284,2501.796469,82.28030321,17.69023296,0.968336462,0.963811468,1291.275473,755.1377716,149.8231657,328.1432809,754.6843134,8.496460376,0.097909356,8.991329401,365.9790848,858.8498996,8.409659991,8.115481322,0.120796161,0.017914864,292.2434066,475.2699385,405,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
337,45,534.0592593,526.5248494,2559.034988,65.70844617,1.025288281,27.48888889,298.3428906,2282.926444,79.3103521,20.68964778,0.969192222,0.951289622,1213.423857,704.6470365,203.9516334,318.2188974,682.8361474,9.38754748,0.110924561,15.55883118,215.272158,561.5788191,3.781030021,3.781030576,0.110728681,0.019261269,377.0236321,277.3945133,405,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
617,1,415.8349754,449.6692438,2388.646502,71.8007569,0.981645732,15.82512315,347.2593421,2470.147463,82.22343374,17.77656616,1.02837636,0.962621562,992.187395,698.1224402,90.05625051,184.3559442,492.2195357,6.033843282,0.102455251,6.222734849,314.2261883,1713.999892,5.620006852,5.620007365,0.119090114,0.014407452,241.0243759,432.2969788,406,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
141,57,460.2906404,539.677399,2714.65303,71.38173005,0.997420372,24.37931034,410.8323744,2596.917586,80.55962906,19.44037094,1.010373899,0.947980345,1143.50768,825.4825318,198.9598614,303.2265489,809.3301676,8.088708549,0.120267382,27.31424746,336.7444139,991.1111876,4.661557954,4.661558019,0.121262587,0.050677708,356.7397876,446.1767279,406,cyto,a_5n,a_5f,Activated,N,221114,CD69-,NK-Cells
519,38,402.4889435,476.1687101,2555.97285,71.1914172,0.991037246,20.31203931,476.9854268,2693.327174,79.65665135,20.3433488,1.032016467,0.950796248,1065.983653,922.5029317,77.36981279,213.7217564,552.9821342,5.708435742,0.11414938,13.25102199,369.5813535,892.9227068,5.896237732,5.896237348,0.147022136,0.031949693,249.9259338,442.861057,407,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
251,27,555.5651106,591.6436413,2822.755799,65.70661179,1.016885489,37.86732187,331.5680914,2464.474423,78.1252543,21.87474575,0.957725339,0.936656337,1327.757403,782.7710115,233.8205178,362.1056744,811.2312324,9.685058602,0.119761051,24.70669498,221.7536259,1116.98567,3.98054069,3.980540447,0.123783209,0.026447634,360.5746763,273.2999354,407,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
71,27,470.4645477,478.7577017,2563.647653,68.40027482,1.022615562,23.70171149,340.2422093,2588.642421,80.90748949,19.09251056,0.98908734,0.952997653,1124.5024,763.9893176,162.9391332,227.7267226,553.2493646,6.07521185,0.110327841,14.39274129,286.2520651,811.7748574,4.213098155,4.213097909,0.102995318,0.01801141,242.4719411,361.8160759,409,cyto,a_1n,a_1f,Activated,N,221114,CD69+,NK-Cells
535,58,502.6756098,415.1809171,2315.054049,70.15015634,0.999536941,18.93902439,617.4872159,3106.471195,79.23678146,20.76321882,0.992135388,0.963267995,985.8287265,1125.636356,138.2244716,124.5542594,346.4815633,6.655407596,0.118392601,10.56930505,401.6103704,993.479249,4.560777779,4.560776806,0.12881387,0.019160723,208.5955821,488.6965681,410,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
464,66,634.5341463,540.7100561,2655.991122,58.71527024,1.026817317,41.82926829,437.6305432,2710.098146,77.53849195,22.46150795,0.998295927,0.940232877,1398.087825,935.6259892,226.2398279,312.6525118,631.3602711,9.333681427,0.113588818,30.3098122,353.933595,834.7533173,4.654115645,4.654115971,0.109421802,0.030167471,347.6802135,408.2170964,410,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
351,108,482.3990268,591.1168151,2753.212263,65.60346131,1.0337989,29.00243309,395.4578299,2571.117324,76.62293966,23.37706034,0.994617891,0.942326859,1309.21514,888.3354599,123.0708557,336.9104782,875.6707166,9.336920255,0.121690634,18.58513683,208.7754021,714.881359,4.967173944,4.967174035,0.104594744,0.035462883,374.3747361,270.144773,411,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
566,94,485.6019417,876.0220437,3257.345364,51.79805728,1.031467437,55.16747573,266.7847015,2418.272743,78.72753058,21.27246942,0.988835648,0.899313918,1962.802509,723.1076326,74.00149138,483.2699127,1414.957719,13.46610716,0.120896764,26.82979806,118.6636224,314.1716997,4.025787614,4.025787614,0.110638116,0.044053991,342.0643631,177.3314201,412,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
925,128,519.3099274,518.4397724,2664.096901,66.10489758,1.007572131,28.89346247,256.4219322,2227.752203,79.70047772,20.29952228,0.942420133,0.947736792,1223.608571,652.634415,151.9098986,289.6016613,691.6397713,7.685833553,0.106677077,18.00655978,128.8424146,392.1603599,4.215611332,4.215611332,0.099047431,0.024844619,288.1787529,187.6901408,413,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
585,155,550.9878935,498.579038,2530.91707,66.10607409,1.021764605,29.40920097,387.9504252,2439.101646,80.32847458,19.67152533,1.012032169,0.94619791,1180.550769,788.9185099,186.9655031,256.5253565,506.5823324,7.853781639,0.109417329,25.22047659,332.0856522,732.0684261,3.866669119,3.866669502,0.130965626,0.043074557,290.6229376,401.5561426,413,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
524,44,521.3019324,446.8101812,2476.900966,69.85353889,1.008472568,25.07971014,526.1945307,2904.574058,80.39859976,19.60140046,1.023548447,0.952180726,1045.609706,987.6971244,141.7514899,141.1095036,752.1749342,5.001946544,0.113275216,19.36900307,418.0754439,999.9523952,4.139778248,4.13977758,0.138113591,0.035200972,184.5966586,518.5904036,414,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
274,131,498.057971,524.1824686,2699.46186,66.57569251,1.031227539,30.38647343,355.4350031,2429.732077,80.62697367,19.37302606,0.99366872,0.942743562,1230.600832,752.0245961,119.8155625,272.0429837,724.3456012,7.311976059,0.116079603,23.84636887,287.2269724,726.8698387,4.970503943,4.97050452,0.106207636,0.04095207,292.575048,379.5871157,414,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
1442,179,518.9350962,716.519476,3239.40488,52.28249423,1.042288921,48.48076923,297.3511755,2368.00613,78.0061887,21.99381142,1.031190017,0.917549334,1805.191643,751.8262516,76.49986609,455.3085156,2101.89633,12.794881,0.104540098,25.484408,244.1303215,440.5058402,4.573567294,4.573566925,0.112134727,0.034513926,405.0917666,274.1158308,416,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
