,NADH_tm,NADH_a1,NADH_t1,NADH_t2,FAD_tm,FAD_a1,FAD_t1,FAD_t2,Norm_RR,Cell_Size_Pix,activation_label,Activation
1607,1290.115196,62.30589093,409.6151606,2773.273057,954.6336806,70.21873834,296.0531788,2537.865026,0.98282223,386,0,CD69-
1616,1138.386294,60.96309692,289.9590615,2476.751641,1387.970668,58.43980718,299.9117082,2924.155949,0.804885247,195,0,CD69-
416,965.9155412,67.14577203,343.4103898,2248.92322,650.8258818,74.68339068,197.9837966,2001.433305,1.044009207,118,1,CD69+
1195,930.1569025,67.51179895,345.8485368,2182.258842,531.2847243,79.21762526,188.2328842,1860.085895,0.947782655,95,0,CD69-
1049,990.177464,62.17685784,320.4317549,2113.60549,499.6459209,82.23816176,184.6303039,1978.549118,1.006974166,102,0,CD69-
205,941.2968576,71.54416767,398.3052069,2360.324569,885.9495772,72.67866638,287.5302233,2502.066897,0.975257578,232,0,CD69-
328,892.8971479,71.6670449,331.3876122,2340.468265,519.309331,80.55925408,172.6797031,1956.901735,1.019915942,98,1,CD69+
486,1037.242106,67.43810565,369.8358871,2438.834274,506.8534824,79.14147984,155.6085161,1848.980806,1.062782885,124,1,CD69+
1054,996.0547097,62.49376892,335.3169595,2117.498378,413.0979301,83.65217838,139.5548311,1819.625,1.033462294,74,0,CD69-
1440,1058.006792,69.50908899,372.771156,2672.17156,754.2816122,70.61603394,177.3551202,2175.734312,1.121607981,109,1,CD69+
1036,929.6030781,64.65198646,335.9463292,2026.079479,502.7063523,78.12995104,165.8186354,1713.304063,1.008342627,96,0,CD69-
528,968.0654173,69.46377312,356.5645161,2378.344194,581.5862165,77.21017527,179.7696968,1942.311075,1.043899197,93,1,CD69+
1632,1217.103624,64.06719323,400.5771785,2697.818277,1009.748388,71.34477785,363.0875237,2686.364462,1.057091252,325,0,CD69-
656,789.5015549,71.41777465,280.7959577,2095.859859,420.6684909,83.62260423,169.6581789,1706.97338,0.974862974,71,0,CD69-
418,863.8004744,70.53154381,359.6379619,2085.823619,577.3480784,78.5739219,196.0364571,1967.811524,1.04176077,105,1,CD69+
829,894.4392907,70.03064,349.6599133,2174.827417,441.9918985,81.7395025,158.08403,1706.191,1.041545362,120,0,CD69-
1354,1013.712059,59.97000901,255.2390117,2143.906126,475.8435123,81.58565586,206.9826306,1684.152793,0.993424753,111,0,CD69-
1602,1174.265311,61.44041003,362.0008213,2518.185141,965.8361969,70.6791627,302.2519398,2604.316928,0.997136564,319,0,CD69-
590,848.1686787,70.05882906,389.1142564,1943.323675,586.3989332,79.79400171,199.2254786,2109.869487,1.037661237,117,0,CD69-
716,975.785958,64.52347414,309.0468379,2197.421983,503.7980271,77.55622759,172.0352457,1683.290948,1.037890228,116,0,CD69-
1005,903.7166568,69.07768391,358.4844069,2135.504138,546.2237437,77.98619425,169.4881034,1896.175172,1.007810752,87,0,CD69-
472,840.7438817,71.5512048,347.249588,2095.64784,577.9214199,81.0719144,200.654192,2183.76576,0.999553587,125,1,CD69+
1380,957.7871793,72.78409696,366.2869125,2562.694449,908.557108,74.93514487,285.6181346,2899.605817,1.120226076,263,1,CD69+
131,955.0068168,70.75238741,388.1191888,2350.354476,996.5776984,67.96296713,339.8963497,2401.419161,0.97737645,143,0,CD69-
15,1025.514732,69.80937842,411.2185632,2468.409789,1008.857508,74.01914842,403.1967442,2779.186579,1.04086064,190,1,CD69+
439,1006.223202,65.70092816,332.9226214,2328.882913,571.3459614,76.98736893,191.5670621,1850.539806,1.06189134,103,1,CD69+
1601,1099.529528,64.75877255,382.4219641,2442.128595,947.0822457,71.45098627,309.1127667,2603.003562,1.018360403,306,0,CD69-
476,798.0689688,72.89504494,365.6447303,1975.686292,551.6980797,79.2041236,182.8113034,1992.204494,1.034818157,89,1,CD69+
745,903.3343132,68.14577612,319.9442836,2168.165373,419.7971143,82.55384925,140.4234627,1746.207612,0.965378892,67,0,CD69-
1161,808.2450897,70.29232804,299.9279019,1989.545981,529.6534926,81.24975514,186.8031972,1976.608505,1.024671039,107,0,CD69-
1487,1223.224586,64.90419257,435.1031584,2714.872079,907.4124769,71.26312079,295.9587119,2449.724752,1.034363313,202,0,CD69-
1055,1016.678002,65.18359014,386.2468873,2205.57662,514.38158,75.5259,136.241307,1685.322535,1.030940868,71,0,CD69-
