,Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor,Cell_Type
2012,1.010721126618938,1265.620997,952.1507605,58.39522784,405.7408969,2476.485979,75.37994639,399.358567,2736.849691,0,6,1
2013,1.0114209297393029,1198.266972,881.4535279,61.1297,395.6078351,2461.956701,72.98081031,307.7984639,2454.999278,1,6,1
2014,1.026151998473761,1054.968745,790.5586735,69.26993505,402.1721856,2516.311031,74.57248351,308.5004845,2237.108866,1,6,1
2015,1.0512353138737378,1051.139834,973.6228534,66.38932245,382.056449,2375.929898,75.51502857,480.6951735,2549.085306,0,4,1
2016,1.0011206432018989,1100.232553,828.5611247,63.04968163,372.6022143,2347.193367,74.43249592,349.6947653,2236.329796,0,4,1
2017,0.9873885833250352,1239.115419,1049.561576,62.22651429,432.6506429,2571.202959,70.51553163,402.6683265,2618.88898,0,5,1
2018,0.9968747141278252,1359.184803,1034.916517,58.73834184,476.8867143,2616.758571,70.80012143,410.188398,2566.72,0,5,1
2019,1.0261310963840655,1339.135931,869.2649496,58.19424592,424.5447653,2611.61051,73.01201224,333.5341939,2323.786633,0,5,1
2020,1.0395245804739142,1231.469432,856.2879648,63.31392143,424.7375918,2624.771429,69.70995816,324.1654796,2111.817143,1,5,1
2021,1.038755252911045,1115.076013,1032.897746,67.25430408,379.8713878,2621.088367,68.9321398,407.9432449,2434.255612,1,5,1
2022,0.9877651257027092,1137.856743,811.5066193,64.87224286,392.1615,2508.719796,72.66283469,333.5813673,2082.621122,0,6,1
2023,0.9807390084272026,1281.652339,913.5020432,61.19709082,443.3594592,2599.696633,73.54695612,388.3451429,2432.67551,0,6,1
2024,1.0312046622231064,1154.353572,1097.886702,65.61876122,427.9685816,2543.307551,72.53993061,507.0873571,2692.804184,1,6,1
2025,1.0226211592197865,984.9384028,760.0728295,69.42692727,393.036404,2355.23202,76.3948404,313.4454242,2217.723838,1,4,1
2026,1.01416317887216,1263.482723,891.8467142,62.56398384,460.1947475,2604.53596,69.10222323,302.9017475,2227.076364,0,5,1
